First Name,Last Name,SIN,Gender,Sector,Age ,Admission,Profession,Status,DOD,Donor?,Chaplin Service,Meal Pref,ROOM,DNR?,Attnd. Phys.
Danni,Burbage,135-55-5311,Female,Sector 25,52,2018-03-07,Director of Sales,DECEASED,2018-03-09,FALSE,Jewish,CHCKN,B30,FALSE,Pan
Laurence,O'Dee,193-51-8903,Male,Sector 25,14,2018-03-07,NA,DECEASED,2018-03-07,TRUE,Jewish,VEG,B36,TRUE,Pan
Merrill,Hayle,302-52-5773,Male,Sector 25,27,2018-03-07,Office Assistant III,DECEASED,2018-03-10,FALSE,Catholic,NA,A21,FALSE,Sanders
Dannel,Yeardley,129-22-5764,Male,Sector 25,26,2018-03-07,VP Sales,ALIVE,NA,FALSE,Muslim,NA,B3,FALSE,Lee
Paolo,Walduck,506-28-8616,Male,Sector 25,15,2018-03-07,NA,DECEASED,2018-03-08,FALSE,Protestant,CHCKN,C25,TRUE,White
Alasdair,Kingman,600-80-3253,Male,Sector 25,48,2018-03-08,Environmental Tech,ALIVE,NA,FALSE,NA,NA,D28,FALSE,Sanders
Catherine,Edington,601-87-8644,Female,Sector 25,28,2018-03-08,Tax Accountant,ALIVE,NA,FALSE,Other,NA,A7,FALSE,Pan
Tab,Indge,724-55-2256,Male,Sector 25,2,2018-03-08,NA,DECEASED,2018-03-08,FALSE,Other,CHCKN,C14,TRUE,Smith
Yankee,Crunkhorn,607-19-9878,Male,Sector 25,40,2018-03-08,Internal Auditor,DECEASED,2018-03-08,FALSE,NA,CHCKN,B41,FALSE,Pan
Thaddus,Tubridy,131-29-1707,Male,Sector 25,79,2018-03-08,Professor,ALIVE,NA,FALSE,Jewish,VEG,A14,FALSE,White
Cara,Dryden,337-39-9491,Female,Sector 25,30,2018-03-08,Professor,DECEASED,2018-03-10,FALSE,Other,CHCKN,B1,FALSE,Pan
Justis,Perris,324-40-8945,Male,Sector 25,2,2018-03-08,NA,DECEASED,2018-03-08,FALSE,Other,CHCKN,B12,FALSE,Pan
Carey,Hawksley,236-41-9787,Male,Sector 25,89,2018-03-08,Information Systems Manager,ALIVE,NA,FALSE,Muslim,NA,C49,FALSE,Pan
Rooney,Tynan,141-52-6057,Male,Sector 25,21,2018-03-08,Marketing Manager,DECEASED,2018-03-09,FALSE,Other,VEG,A12,FALSE,Ouyuki
Amandie,Zorzenoni,730-79-4533,Female,Sector 25,86,2018-03-08,Quality Engineer,ALIVE,NA,FALSE,NA,VEG,B21,FALSE,Pan
Jessalyn,Westfalen,134-11-5426,Female,Sector 25,58,2018-03-08,Human Resources Assistant IV,DECEASED,2018-03-08,FALSE,Other,CHCKN,A6,FALSE,Lee
Babs,Dumphries,297-05-1863,Female,Sector 25,27,2018-03-08,Desktop Support Technician,ALIVE,NA,FALSE,Protestant,CHCKN,C43,FALSE,Smith
Jessie,Crunden,859-98-4091,Female,Sector 25,30,2018-03-08,General Manager,DECEASED,2018-03-09,FALSE,Protestant,NA,C30,FALSE,Sanders
Adlai,Morcombe,870-70-0664,Male,Sector 25,93,2018-03-08,Sales Associate,ALIVE,NA,FALSE,Muslim,NA,A18,FALSE,Pan
Phillipe,Clemitt,559-55-4391,Male,Sector 25,78,2018-03-08,Staff Scientist,ALIVE,NA,FALSE,Muslim,VEG,A29,FALSE,Pan
Bayard,Sparkwell,225-80-0721,Male,Sector 25,87,2018-03-08,Account Coordinator,ALIVE,NA,FALSE,Catholic,CHCKN,A8,FALSE,Smith
Wakefield,Rothery,699-29-4407,Male,Sector 25,22,2018-03-08,Engineer II,ALIVE,NA,FALSE,Protestant,VEG,A3,FALSE,Smith
Correna,Van Castele,209-79-7907,Female,Sector 25,96,2018-03-08,Assistant Professor,ALIVE,NA,FALSE,Muslim,CHCKN,A4,FALSE,Sanders
Jonell,Clapshaw,669-62-7248,Female,Sector 25,85,2018-03-09,Software Test Engineer II,ALIVE,NA,FALSE,Jewish,VEG,A5,FALSE,Lee
Stan,Gaddie,311-51-5362,Male,Sector 25,73,2018-03-09,Human Resources Manager,DECEASED,2018-03-09,FALSE,Other,CHCKN,D48,FALSE,Pan
Marvin,Puddan,381-82-9829,Male,Sector 25,29,2018-03-09,Community Outreach Specialist,DECEASED,2018-03-10,FALSE,Other,VEG,C30,FALSE,Sanders
Gavra,Wallicker,661-96-7830,Female,Sector 25,95,2018-03-09,Software Test Engineer III,DECEASED,2018-03-09,FALSE,Catholic,CHCKN,C44,FALSE,White
Clayborn,Bodicam,496-71-9079,Male,Sector 25,84,2018-03-09,Accounting Assistant II,DECEASED,2018-03-09,FALSE,Jewish,NA,A20,FALSE,Lee
Orrin,Tuffey,469-41-7332,Male,Sector 25,88,2018-03-09,Account Representative I,ALIVE,NA,FALSE,NA,VEG,D3,FALSE,Smith
Myrilla,Ramme,470-91-5391,Female,Sector 25,80,2018-03-09,Staff Accountant I,ALIVE,NA,FALSE,Other,VEG,C19,FALSE,Smith
Merci,Glasbey,208-22-5747,Female,Sector 25,74,2018-03-09,Statistician I,DECEASED,2018-03-12,FALSE,Protestant,CHCKN,B48,FALSE,Ouyuki
Jaine,Allbrook,292-56-9095,Female,Sector 25,24,2018-03-09,Director of Sales,ALIVE,NA,FALSE,Protestant,VEG,B25,FALSE,White
Cissiee,Pennaman,388-80-1723,Female,Sector 25,53,2018-03-09,Structural Engineer,DECEASED,2018-03-09,FALSE,Protestant,NA,B1,FALSE,Ouyuki
Diannne,Basten,718-45-2591,Female,Sector 25,23,2018-03-09,Senior Developer,DECEASED,2018-03-11,FALSE,Catholic,CHCKN,C33,FALSE,Lee
Janel,Emanuelli,648-97-3686,Female,Sector 25,17,2018-03-09,NA,DECEASED,2018-03-10,FALSE,NA,VEG,B43,TRUE,Pan
Luis,Jerrom,258-18-0222,Male,Sector 25,26,2018-03-09,Web Designer II,ALIVE,NA,FALSE,Jewish,VEG,C45,FALSE,Pan
Arielle,Lamond,170-23-7630,Female,Sector 25,47,2018-03-09,Quality Engineer,ALIVE,NA,FALSE,Jewish,VEG,D43,FALSE,Lee
Chrotoem,Dealy,561-51-2379,Male,Sector 25,72,2018-03-09,Quality Engineer,DECEASED,2018-03-10,FALSE,Other,CHCKN,A46,FALSE,Smith
Joellen,Mandy,382-15-3743,Female,Sector 25,62,2018-03-09,Marketing Manager,DECEASED,2018-03-10,FALSE,Protestant,VEG,B44,FALSE,Ouyuki
Thebault,Keaton,859-25-6219,Male,Sector 25,62,2018-03-09,Professor,ALIVE,NA,FALSE,Other,NA,C20,FALSE,Smith
Theodora,Simyson,375-78-4520,Female,Sector 25,90,2018-03-09,Automation Specialist IV,DECEASED,2018-03-11,FALSE,Catholic,NA,A31,FALSE,Smith
Jodi,Stampfer,307-48-2473,Female,Sector 25,33,2018-03-09,Engineer I,DECEASED,2018-03-10,FALSE,Catholic,CHCKN,C31,FALSE,Ouyuki
Fabien,Follin,580-36-3755,Male,Sector 25,45,2018-03-09,Editor,ALIVE,NA,FALSE,NA,VEG,A7,FALSE,Smith
Zachery,Busswell,211-89-1887,Male,Sector 25,26,2018-03-09,Assistant Media Planner,ALIVE,NA,FALSE,Muslim,VEG,C35,FALSE,Sanders
Starla,Charrier,193-56-9402,Female,Sector 25,35,2018-03-09,Structural Engineer,DECEASED,2018-03-09,FALSE,Catholic,NA,B49,FALSE,White
Kermie,Oubridge,271-44-5939,Male,Sector 25,45,2018-03-09,Speech Pathologist,DECEASED,2018-03-12,FALSE,Other,VEG,A26,FALSE,White
Emmy,Carles,492-45-4087,Male,Sector 25,36,2018-03-09,Account Executive,DECEASED,2018-03-09,FALSE,Jewish,NA,D41,FALSE,White
Jami,Pilling,343-58-1397,Female,Sector 25,41,2018-03-09,Associate Professor,ALIVE,NA,FALSE,Jewish,NA,B18,FALSE,Ouyuki
Channa,Seymark,587-61-0176,Female,Sector 25,33,2018-03-09,Nurse,ALIVE,NA,FALSE,Muslim,NA,A1,FALSE,Smith
Johan,Camillo,782-87-5194,Male,Sector 25,14,2018-03-09,NA,DECEASED,2018-03-12,TRUE,Jewish,VEG,B46,TRUE,Lee
Chucho,Andreutti,389-81-2657,Male,Sector 25,22,2018-03-09,Occupational Therapist,DECEASED,2018-03-11,FALSE,Catholic,NA,B42,FALSE,Sanders
Eva,Leander,759-41-8842,Female,Sector 25,4,2018-03-09,NA,ALIVE,NA,FALSE,Jewish,VEG,A25,FALSE,Pan
Hulda,Durning,439-14-2475,Female,Sector 25,44,2018-03-10,VP Quality Control,DECEASED,2018-03-10,FALSE,Protestant,VEG,C41,FALSE,Smith
Feodor,Cowey,667-66-2069,Male,Sector 25,54,2018-03-10,Quality Control Specialist,DECEASED,2018-03-10,FALSE,Other,CHCKN,A22,FALSE,Sanders
Dasya,Fahrenbacher,580-75-9710,Female,Sector 25,46,2018-03-10,Research Nurse,ALIVE,NA,FALSE,Other,VEG,D25,FALSE,White
Tracie,Oller,870-65-0594,Male,Sector 25,61,2018-03-10,Payment Adjustment Coordinator,DECEASED,2018-03-10,FALSE,Catholic,VEG,D46,FALSE,Ouyuki
Winnie,Glen,621-19-2365,Female,Sector 25,29,2018-03-10,Senior Editor,ALIVE,NA,FALSE,Other,CHCKN,A49,FALSE,Smith
Mahala,Sheed,869-31-7834,Female,Sector 25,62,2018-03-10,Project Manager,ALIVE,NA,FALSE,NA,CHCKN,A37,FALSE,Sanders
Allistir,Beadham,444-77-3659,Male,Sector 25,75,2018-03-10,Nuclear Power Engineer,DECEASED,2018-03-10,FALSE,Protestant,NA,D22,FALSE,Lee
Edyth,Robertot,703-12-3221,Female,Sector 25,28,2018-03-10,Help Desk Operator,ALIVE,NA,FALSE,Jewish,CHCKN,D22,FALSE,White
Monique,Gorman,121-52-4275,Female,Sector 25,41,2018-03-10,Assistant Professor,ALIVE,NA,FALSE,Other,CHCKN,A33,FALSE,Ouyuki
Roosevelt,Novak,176-89-0859,Male,Sector 25,37,2018-03-10,Editor,ALIVE,NA,FALSE,Muslim,NA,A35,FALSE,Lee
Alva,Doick,255-74-6504,Male,Sector 25,25,2018-03-10,Account Executive,ALIVE,NA,FALSE,Jewish,CHCKN,D47,FALSE,Lee
Rickard,Troker,561-20-4321,Male,Sector 25,23,2018-03-10,Safety Technician I,ALIVE,NA,FALSE,Catholic,CHCKN,B48,FALSE,Pan
Pascale,Tondeur,702-16-0628,Male,Sector 25,82,2018-03-11,Senior Quality Engineer,ALIVE,NA,FALSE,NA,NA,B37,FALSE,Smith
Merrel,Fullwood,361-22-9722,Male,Sector 25,94,2018-03-11,Tax Accountant,DECEASED,2018-03-11,FALSE,NA,NA,B5,FALSE,Pan
Carol,Cribbott,117-49-4059,Female,Sector 25,37,2018-03-11,Budget/Accounting Analyst III,DECEASED,2018-03-11,FALSE,Jewish,NA,B1,FALSE,Smith
Terza,Evennett,330-82-2736,Female,Sector 25,50,2018-03-11,Pharmacist,DECEASED,2018-03-13,FALSE,Jewish,NA,D31,FALSE,White
Gabby,Woodhouse,198-47-0017,Male,Sector 25,18,2018-03-11,NA,DECEASED,2018-03-14,FALSE,Other,CHCKN,B24,TRUE,Pan
Gabe,Iorio,400-85-4499,Male,Sector 25,21,2018-03-11,Analyst Programmer,DECEASED,2018-03-11,FALSE,Other,CHCKN,C2,FALSE,Ouyuki
Reinaldos,Killiner,656-56-5688,Male,Sector 25,55,2018-03-11,VP Sales,ALIVE,NA,FALSE,Muslim,VEG,D49,FALSE,Lee
Gayla,Baiden,762-94-3372,Female,Sector 25,17,2018-03-11,NA,ALIVE,NA,TRUE,Jewish,VEG,B12,TRUE,Ouyuki
Ingemar,Gurnett,630-21-2303,Male,Sector 25,45,2018-03-12,Account Coordinator,ALIVE,NA,FALSE,Other,CHCKN,A12,FALSE,Ouyuki
Tisha,Losty,546-67-1199,Female,Sector 25,52,2018-03-13,Dental Hygienist,ALIVE,NA,FALSE,Other,NA,D19,FALSE,Lee
Augusto,Moodey,355-25-7759,Male,Sector 25,81,2018-03-13,Safety Technician III,ALIVE,NA,FALSE,Catholic,NA,A40,FALSE,Smith
Glendon,Vescovo,850-32-8824,Male,Sector 25,70,2018-03-13,Computer Systems Analyst II,ALIVE,NA,FALSE,Other,NA,C35,FALSE,Smith
Brod,Aarons,439-98-5691,Male,Sector 26,68,2018-03-06,Nurse Practicioner,DECEASED,2018-03-07,FALSE,Jewish,NA,D45,FALSE,Lee
Clemente,Glyssanne,321-72-6653,Male,Sector 26,83,2018-03-06,Executive Secretary,ALIVE,NA,FALSE,Catholic,CHCKN,A25,FALSE,Ouyuki
Gerome,Willbraham,875-92-0099,Male,Sector 26,8,2018-03-07,NA,ALIVE,NA,FALSE,Catholic,CHCKN,C33,TRUE,White
Andonis,Geraldo,200-15-9566,Male,Sector 26,59,2018-03-07,Staff Scientist,DECEASED,2018-03-07,FALSE,NA,VEG,D28,FALSE,Ouyuki
Eduard,Kulas,107-61-4369,Male,Sector 26,45,2018-03-07,Assistant Professor,ALIVE,NA,FALSE,Catholic,VEG,A34,FALSE,Sanders
Ari,Dawidowitsch,523-60-0481,Male,Sector 26,95,2018-03-07,Staff Scientist,DECEASED,2018-03-08,FALSE,Muslim,NA,B48,FALSE,Smith
Greta,Banham,874-49-3328,Female,Sector 26,55,2018-03-07,Analyst Programmer,ALIVE,NA,FALSE,Other,CHCKN,D46,FALSE,Sanders
Sherri,Tynewell,821-95-0301,Female,Sector 26,85,2018-03-07,Pharmacist,ALIVE,NA,FALSE,Muslim,VEG,B41,FALSE,Lee
Victoir,Arendsen,120-47-5093,Male,Sector 26,62,2018-03-07,Senior Editor,DECEASED,2018-03-10,FALSE,Protestant,VEG,B16,FALSE,White
Liva,Skull,366-29-4580,Female,Sector 26,62,2018-03-08,Biostatistician III,DECEASED,2018-03-11,FALSE,Catholic,VEG,A43,FALSE,Pan
Karena,Dowrey,422-56-2053,Female,Sector 26,67,2018-03-08,Staff Scientist,ALIVE,NA,FALSE,Muslim,CHCKN,C14,FALSE,Sanders
Nealson,Blazeby,523-06-6660,Male,Sector 26,88,2018-03-08,Accountant IV,ALIVE,NA,FALSE,Jewish,NA,D20,FALSE,White
Xaviera,Frampton,367-61-4041,Female,Sector 26,19,2018-03-08,Office Assistant I,DECEASED,2018-03-11,FALSE,Protestant,NA,A3,FALSE,White
Marylin,Heinke,480-90-8226,Female,Sector 26,6,2018-03-08,NA,ALIVE,NA,FALSE,Protestant,VEG,C9,TRUE,Sanders
Moises,Heskey,791-72-6881,Male,Sector 26,0,2018-03-08,NA,DECEASED,2018-03-08,FALSE,Muslim,NA,A14,TRUE,Lee
Sidnee,Ballaam,833-61-4218,Male,Sector 26,35,2018-03-08,General Manager,ALIVE,NA,FALSE,Catholic,NA,D12,FALSE,Sanders
Trixy,Woosnam,434-50-0954,Female,Sector 26,13,2018-03-08,NA,DECEASED,2018-03-08,TRUE,Other,NA,D50,TRUE,Pan
Lila,Dunmuir,423-74-4075,Female,Sector 26,89,2018-03-08,VP Marketing,DECEASED,2018-03-09,FALSE,Catholic,VEG,B22,FALSE,Pan
Mirilla,Mulryan,353-53-3510,Female,Sector 26,45,2018-03-08,Paralegal,DECEASED,2018-03-09,FALSE,Jewish,CHCKN,B50,FALSE,Smith
Daria,Dallaway,899-99-8231,Female,Sector 26,86,2018-03-08,Structural Analysis Engineer,DECEASED,2018-03-08,FALSE,NA,NA,D49,FALSE,Sanders
Britney,Olexa,506-22-5228,Female,Sector 26,49,2018-03-08,Office Assistant II,DECEASED,2018-03-11,FALSE,NA,VEG,A49,FALSE,Ouyuki
Laryssa,Dallander,364-12-0323,Female,Sector 26,46,2018-03-08,Executive Secretary,DECEASED,2018-03-11,FALSE,Other,CHCKN,D43,FALSE,Ouyuki
Mark,Pedroli,786-69-0645,Male,Sector 26,54,2018-03-09,Media Manager I,ALIVE,NA,FALSE,Jewish,NA,C44,FALSE,Lee
Aguistin,Cromleholme,780-83-0997,Male,Sector 26,39,2018-03-09,Recruiter,DECEASED,2018-03-09,FALSE,Muslim,CHCKN,D7,FALSE,Ouyuki
Clemente,Gorsse,748-89-0129,Male,Sector 26,33,2018-03-10,Research Assistant II,ALIVE,NA,FALSE,Muslim,CHCKN,D42,FALSE,Sanders
Ivor,Vernazza,679-98-9424,Male,Sector 26,66,2018-03-11,Paralegal,DECEASED,2018-03-13,FALSE,Jewish,NA,B39,FALSE,Smith
Dania,Shearmur,402-85-8638,Female,Sector 26,1,2018-03-12,NA,DECEASED,2018-03-13,FALSE,Muslim,NA,A38,TRUE,Ouyuki
Phebe,Camilleri,135-41-7476,Female,Sector 30,1,2018-03-07,NA,DECEASED,2018-03-08,TRUE,Other,CHCKN,D2,TRUE,Sanders
Ursa,Cleaton,369-29-1546,Female,Sector 30,39,2018-03-07,Research Assistant I,ALIVE,NA,FALSE,Catholic,NA,D50,FALSE,Smith
Madalyn,Sogg,316-62-9113,Female,Sector 30,52,2018-03-07,Accounting Assistant IV,ALIVE,NA,FALSE,Catholic,NA,D17,FALSE,White
Mab,Bouzan,532-06-9791,Female,Sector 30,7,2018-03-08,NA,ALIVE,NA,TRUE,Catholic,NA,B42,TRUE,Ouyuki
Sully,Battrum,473-05-9034,Male,Sector 30,86,2018-03-08,Media Manager IV,ALIVE,NA,FALSE,Jewish,CHCKN,A39,FALSE,Ouyuki
Dinnie,Tibbits,228-60-1276,Female,Sector 30,30,2018-03-08,Recruiter,ALIVE,NA,FALSE,Jewish,VEG,C38,FALSE,Lee
Ag,Nanetti,660-07-8843,Female,Sector 30,5,2018-03-08,NA,ALIVE,NA,TRUE,NA,CHCKN,B22,FALSE,Lee
Aurora,Kirkpatrick,337-37-7737,Female,Sector 30,88,2018-03-08,Legal Assistant,ALIVE,NA,FALSE,Catholic,CHCKN,D38,FALSE,Ouyuki
Faulkner,Dowman,157-08-4869,Male,Sector 30,57,2018-03-08,Human Resources Manager,ALIVE,NA,FALSE,Catholic,VEG,A45,FALSE,White
Niki,Doull,695-58-3485,Female,Sector 30,77,2018-03-08,General Manager,DECEASED,2018-03-08,FALSE,NA,VEG,C28,FALSE,Pan
Moe,Gebby,835-27-5287,Male,Sector 30,50,2018-03-08,Geologist III,ALIVE,NA,FALSE,Catholic,NA,A40,FALSE,White
Yehudit,Berceros,531-55-4445,Male,Sector 30,93,2018-03-08,Assistant Manager,ALIVE,NA,FALSE,Other,CHCKN,B14,FALSE,Smith
Gasper,Braunter,588-56-2445,Male,Sector 30,2,2018-03-08,NA,DECEASED,2018-03-11,TRUE,Protestant,NA,B43,TRUE,Ouyuki
Rozelle,Le feaver,876-52-2973,Female,Sector 30,23,2018-03-08,Account Executive,ALIVE,NA,FALSE,NA,CHCKN,C12,FALSE,Smith
Phineas,Brandom,768-14-3805,Male,Sector 30,85,2018-03-08,Food Chemist,DECEASED,2018-03-10,FALSE,NA,VEG,A38,FALSE,Pan
Frannie,L' Anglois,245-72-3210,Male,Sector 30,66,2018-03-08,Editor,DECEASED,2018-03-08,FALSE,Protestant,CHCKN,B25,FALSE,Smith
Yvette,Sertin,155-08-6770,Female,Sector 30,55,2018-03-08,Technical Writer,DECEASED,2018-03-11,FALSE,Jewish,VEG,B24,FALSE,Lee
Gusty,Ruseworth,517-24-8874,Female,Sector 30,25,2018-03-08,Data Coordiator,ALIVE,NA,FALSE,Protestant,CHCKN,D48,FALSE,White
Adham,Ellesworthe,812-51-4400,Male,Sector 30,31,2018-03-09,Associate Professor,ALIVE,NA,FALSE,NA,NA,B46,FALSE,White
Mayer,Yeld,656-84-2056,Male,Sector 30,47,2018-03-09,Assistant Media Planner,DECEASED,2018-03-10,FALSE,Other,NA,D27,FALSE,Ouyuki
Annamarie,Cosgry,769-73-2065,Female,Sector 30,95,2018-03-09,Sales Representative,ALIVE,NA,FALSE,Other,CHCKN,D35,FALSE,White
Vincenty,Kidman,700-46-1243,Male,Sector 30,64,2018-03-09,Systems Administrator III,ALIVE,NA,FALSE,NA,CHCKN,D18,FALSE,Smith
Cece,Dearlove,295-74-8787,Male,Sector 30,15,2018-03-09,NA,DECEASED,2018-03-10,FALSE,Catholic,CHCKN,A28,FALSE,Pan
Lezlie,Elt,676-65-2451,Female,Sector 30,81,2018-03-09,Quality Engineer,DECEASED,2018-03-12,FALSE,Jewish,CHCKN,B38,FALSE,Lee
Gilly,Shynn,177-60-5940,Female,Sector 30,35,2018-03-10,Research Associate,ALIVE,NA,FALSE,Catholic,CHCKN,B21,FALSE,Smith
Morgana,MacKay,898-17-0123,Female,Sector 30,49,2018-03-10,Financial Advisor,DECEASED,2018-03-12,FALSE,Other,NA,A41,FALSE,Smith
Beale,Patron,629-09-4556,Male,Sector 30,8,2018-03-10,NA,ALIVE,NA,TRUE,Other,VEG,A18,TRUE,Sanders
Adelina,McGooch,413-04-7168,Female,Sector 30,17,2018-03-10,NA,ALIVE,NA,FALSE,Muslim,NA,B28,TRUE,Lee
Wilmer,Ten Broek,402-78-4460,Male,Sector 30,12,2018-03-10,NA,ALIVE,NA,TRUE,Jewish,NA,B43,FALSE,Smith
Zenia,Artis,438-52-3736,Female,Sector 30,78,2018-03-10,Marketing Manager,DECEASED,2018-03-12,FALSE,Jewish,CHCKN,C7,FALSE,Lee
Manuel,Elliston,578-21-2132,Male,Sector 30,42,2018-03-10,Graphic Designer,DECEASED,2018-03-13,FALSE,Other,CHCKN,D39,FALSE,White
Skippie,Colgrave,592-53-2840,Male,Sector 30,20,2018-03-10,Developer II,DECEASED,2018-03-11,FALSE,Jewish,NA,C6,FALSE,Smith
Wynnie,Lambarton,427-63-8003,Female,Sector 30,59,2018-03-10,Nuclear Power Engineer,DECEASED,2018-03-11,FALSE,Protestant,CHCKN,B20,FALSE,Sanders
Silvio,Blackall,528-27-3903,Male,Sector 30,91,2018-03-10,Teacher,ALIVE,NA,FALSE,Muslim,CHCKN,A26,FALSE,Lee
Jessa,Simenon,890-89-1401,Female,Sector 30,79,2018-03-10,Sales Associate,ALIVE,NA,FALSE,Jewish,CHCKN,A14,FALSE,Lee
Blair,Biasioli,855-17-8948,Male,Sector 30,12,2018-03-10,NA,ALIVE,NA,TRUE,Jewish,CHCKN,C6,TRUE,Sanders
Graig,Poag,555-30-1629,Male,Sector 30,34,2018-03-10,Chemical Engineer,ALIVE,NA,FALSE,Protestant,NA,B43,FALSE,Lee
Serge,Meriel,692-89-8380,Male,Sector 30,16,2018-03-10,NA,DECEASED,2018-03-10,FALSE,Jewish,VEG,B28,FALSE,White
Yolande,Caccavari,194-34-2960,Female,Sector 30,38,2018-03-10,Software Engineer II,DECEASED,2018-03-11,FALSE,Jewish,CHCKN,A39,FALSE,Pan
Arv,Yarr,743-47-1414,Male,Sector 30,76,2018-03-12,Account Executive,ALIVE,NA,FALSE,Muslim,VEG,B40,FALSE,Lee
Lexie,Szymanowski,197-57-5337,Female,Sector 31,64,2018-03-07,GIS Technical Architect,DECEASED,2018-03-07,FALSE,Jewish,VEG,A18,FALSE,Sanders
Sallyann,Chopping,460-54-3469,Female,Sector 31,21,2018-03-07,Web Developer II,DECEASED,2018-03-07,FALSE,Protestant,VEG,B4,FALSE,White
Jerrylee,Braxay,466-68-5372,Female,Sector 31,68,2018-03-07,GIS Technical Architect,DECEASED,2018-03-08,FALSE,Other,VEG,C20,FALSE,Sanders
Kaylee,Chinnock,185-59-8597,Female,Sector 31,62,2018-03-08,Junior Executive,ALIVE,NA,FALSE,Jewish,NA,D35,FALSE,Smith
Chloe,Whitesel,816-65-5936,Female,Sector 31,44,2018-03-08,Biostatistician II,DECEASED,2018-03-10,FALSE,Muslim,CHCKN,B28,FALSE,Pan
Lacey,Le Galle,221-95-4274,Female,Sector 31,17,2018-03-08,NA,ALIVE,NA,FALSE,Catholic,CHCKN,B48,FALSE,Sanders
Sylas,Baker,447-15-9717,Male,Sector 31,48,2018-03-08,Graphic Designer,DECEASED,2018-03-11,FALSE,Muslim,VEG,D46,FALSE,Sanders
Marlo,Romagnosi,242-97-9849,Female,Sector 31,55,2018-03-08,Internal Auditor,DECEASED,2018-03-10,FALSE,Muslim,NA,B21,FALSE,Smith
Frannie,Le febre,816-52-0065,Male,Sector 31,24,2018-03-08,Office Assistant I,DECEASED,2018-03-08,FALSE,Protestant,VEG,C16,FALSE,Sanders
Hinda,Faulconer,341-76-3082,Female,Sector 31,45,2018-03-08,VP Accounting,DECEASED,2018-03-11,FALSE,Jewish,CHCKN,C24,FALSE,Lee
Audrey,Scudamore,253-47-6744,Female,Sector 31,26,2018-03-08,Geological Engineer,ALIVE,NA,FALSE,Muslim,CHCKN,A25,FALSE,Sanders
Sid,Bindley,854-77-7399,Male,Sector 31,4,2018-03-08,NA,DECEASED,2018-03-10,TRUE,Jewish,CHCKN,C42,TRUE,Lee
Monroe,Lamacraft,760-22-5685,Male,Sector 31,58,2018-03-08,Executive Secretary,ALIVE,NA,FALSE,Muslim,VEG,B5,FALSE,White
Ced,Dowbekin,236-84-1196,Male,Sector 31,7,2018-03-08,NA,ALIVE,NA,TRUE,Muslim,CHCKN,D48,TRUE,Smith
Francisca,Bontine,670-50-4284,Female,Sector 31,79,2018-03-08,Senior Sales Associate,ALIVE,NA,FALSE,Catholic,VEG,C7,FALSE,Sanders
Harwilll,Lammert,673-32-7754,Male,Sector 31,3,2018-03-08,NA,DECEASED,2018-03-09,FALSE,Other,CHCKN,D42,TRUE,Smith
Bernete,Dornin,478-34-8337,Female,Sector 31,87,2018-03-08,Pharmacist,ALIVE,NA,FALSE,Muslim,NA,A34,FALSE,Pan
Thia,Czyz,429-81-2997,Female,Sector 31,33,2018-03-08,VP Marketing,DECEASED,2018-03-11,FALSE,Muslim,VEG,A41,FALSE,Pan
Hamlen,Whitely,872-68-0422,Male,Sector 31,3,2018-03-09,NA,DECEASED,2018-03-11,FALSE,Jewish,CHCKN,B30,TRUE,Lee
Poppy,Seger,477-02-4340,Female,Sector 31,52,2018-03-09,Administrative Officer,ALIVE,NA,FALSE,Jewish,CHCKN,A16,FALSE,Ouyuki
Sheri,Poulson,808-25-1608,Female,Sector 31,64,2018-03-09,Environmental Tech,DECEASED,2018-03-12,FALSE,Protestant,VEG,A27,FALSE,Sanders
Guilbert,Ivchenko,659-14-0095,Male,Sector 31,95,2018-03-09,Paralegal,DECEASED,2018-03-11,FALSE,NA,VEG,C21,FALSE,Sanders
Averil,Gever,676-02-1899,Female,Sector 31,26,2018-03-09,Health Coach I,ALIVE,NA,FALSE,Other,VEG,B12,FALSE,Lee
Candace,Pennone,500-11-3128,Female,Sector 31,50,2018-03-09,VP Sales,ALIVE,NA,FALSE,Protestant,VEG,C33,FALSE,Sanders
Derrek,Le Moucheux,814-16-2827,Male,Sector 31,51,2018-03-09,Analyst Programmer,DECEASED,2018-03-10,FALSE,Muslim,VEG,C30,FALSE,Ouyuki
Giacinta,Linden,599-41-0633,Female,Sector 31,38,2018-03-09,Account Representative IV,DECEASED,2018-03-11,FALSE,Muslim,CHCKN,D10,FALSE,Smith
Maurice,Burnep,456-99-5531,Male,Sector 31,22,2018-03-09,Financial Analyst,ALIVE,NA,FALSE,Jewish,CHCKN,D39,FALSE,Lee
Hal,Durrant,253-06-5910,Male,Sector 31,62,2018-03-10,Internal Auditor,DECEASED,2018-03-12,FALSE,NA,CHCKN,C31,FALSE,White
Cindelyn,Dries,511-84-8178,Female,Sector 31,86,2018-03-10,Programmer Analyst I,DECEASED,2018-03-13,FALSE,Jewish,NA,A34,FALSE,Ouyuki
Cort,Markwick,109-46-0669,Male,Sector 31,84,2018-03-10,Nuclear Power Engineer,DECEASED,2018-03-12,FALSE,Muslim,CHCKN,B19,FALSE,Pan
Langsdon,Pedlingham,396-43-8489,Male,Sector 31,53,2018-03-11,Senior Financial Analyst,ALIVE,NA,FALSE,Catholic,NA,B36,FALSE,Pan
